id	filename	md5	size	state
7f23d78f-1827-4229-8891-cdb7cb722789	be9869aa-bc8d-4b44-b27d-96523c9cd065.wxs.aliquot_ensemble_masked.maf.gz	e0daaf661af58871dddc9f3eb5a166a7	20912	released
970bab3b-0077-4363-b8cc-03117d6cde56	3002b793-6c44-4270-8619-722997e7b3ec.wxs.aliquot_ensemble_masked.maf.gz	7514ad9b2b3bc51a970919be9d7f99e7	46402	released
be23afd3-9033-4fe3-b106-1038a999f6b2	f62fa9cd-ead4-401d-8a17-3054211f568e.wxs.aliquot_ensemble_masked.maf.gz	ea050efbde88635af34af29d76593b14	21695	released
242bdbe8-bc07-4d53-9cf6-50d9586fcb9d	411756cb-7231-4306-9342-eb26f7977530.wxs.aliquot_ensemble_masked.maf.gz	8c35e82facef2c0ee0340d8ba7790ab2	188468	released
b1cbae85-ca0c-4821-8340-001244fc8792	98032ca1-03c2-4ea9-9bfe-583fbd2c7f90.wxs.aliquot_ensemble_masked.maf.gz	c1a000bb8c0b17aeec66bdfb5380937e	160488	released
6ff5a4d4-77a1-4cd2-ab04-737d3e5d56ce	690b1858-3748-47d9-b59b-887ff6bb3b31.wxs.aliquot_ensemble_masked.maf.gz	26331290a94e3a15afa93e5847a6ac46	134875	released
46ba2b0b-2657-4933-80c8-be8a24edc6ac	05c8659e-35ca-4208-9205-fa001ed21349.wxs.aliquot_ensemble_masked.maf.gz	51840f84f1acb76b40724734cbaffab8	19353	released
e87e50c0-dd03-48c2-bcf0-9cc39fc02af8	9b81567a-ade8-4024-b376-dbed361e522f.wxs.aliquot_ensemble_masked.maf.gz	745c9bcc3ee421d51f1ad2eebf452d70	76096	released
ce095d9a-8a5d-488d-babd-1d112061798b	a1e706f4-b317-438b-9ef9-9ca1262a7133.wxs.aliquot_ensemble_masked.maf.gz	2ad02160911f6cd8812f6d3f5c27dd1e	25577	released
f1b208cc-b1b8-4f67-8dd5-55ac60263bd8	b1740bb0-5b81-4d4a-9482-d770bfd31178.wxs.aliquot_ensemble_masked.maf.gz	00f89324402ea9d281f057a88b25ec86	146493	released
f82f601c-6a0d-4c63-a4bf-23aa803518cc	003e9ec1-c1e8-4e2e-8faa-99c05bd6c40a.wxs.aliquot_ensemble_masked.maf.gz	f83267ef40872b4fe81d4ced4fffd60d	14801	released
45477b35-a5c4-4cf3-8b5c-01846859774e	5e26724a-814a-4bfd-b27c-dbc2c1ae87d3.wxs.aliquot_ensemble_masked.maf.gz	4ba2c175fa88fb7825725b9a4d28fb0f	24226	released
4413cfa3-ede6-42c6-87f0-2886ef05ac4e	129b6503-797e-49ce-ae8c-89d64e890193.wxs.aliquot_ensemble_masked.maf.gz	bf421ac391bc27e6fac13d52a666d9ae	20222	released
ad477f4d-0bb8-4007-a44c-ab581ff5ac00	20165dbf-f4bb-46e6-99c2-a3de8deec955.wxs.aliquot_ensemble_masked.maf.gz	3d4b88acc25096fee76d56c7009e919f	44735	released
38a773bd-4b8c-40c3-a7d4-2e6617c019b8	863a656c-b0b4-444d-94e4-e8ae1def1fac.wxs.aliquot_ensemble_masked.maf.gz	a40acd49b3bf717293ef9fb69268c358	179993	released
34fadbb7-7744-44ec-ae02-29fca8171c5b	72e380d3-d87f-4c7d-81e7-871b76d97845.wxs.aliquot_ensemble_masked.maf.gz	6e7bd1316e52d4d9a7f3327947b804e3	38077	released
01f7c2ed-47de-413a-9cf5-b73589b7be01	e61875bf-ae83-4e43-a5d2-f88a4d398bac.wxs.aliquot_ensemble_masked.maf.gz	bd2d36d9af0c8e74338597996d9ce7e8	17735	released
d8df6bd3-87dd-4afb-9e0d-667e388af465	35c611ab-f683-4b43-9c6f-c94d6aaa8f9f.wxs.aliquot_ensemble_masked.maf.gz	18defbfe0cb729ebab43b1a171b4c93d	14896	released
ffeb6714-3844-4290-884e-0e3a6a2f7244	184929ae-edfb-434e-8ff1-9109b5a7572f.wxs.aliquot_ensemble_masked.maf.gz	21b6b6dbb1bdad28f15b5b8b75d7042a	163526	released
795eefa4-9753-4f0a-8281-e79e91030f2a	2015d6dd-1684-4c1e-8a94-0f55cbf52439.wxs.aliquot_ensemble_masked.maf.gz	ad3258163610cc6413084a5889693df1	24425	released
aad81ab9-7d2c-4875-92e3-d1ad6868fc78	80c698b2-942c-4279-a81e-c10547fc94ea.wxs.aliquot_ensemble_masked.maf.gz	66420a6c186d59fdac952e3617ef0f04	174016	released
c61d7576-112d-4448-a6cb-dd49fe6417c7	4e559073-95ff-496e-8fdf-750956b3a9db.wxs.aliquot_ensemble_masked.maf.gz	5e2c06b14fd5d43392eef6b46d73c4bf	192504	released
